persona_id,name,age,gender,workforce,is_stereo,model_key,model_display_name,model_id,run_index,timestamp,latency_ms,error,image_stereotype_answer,image_stereotype_explanation,description_stereotype_answer,description_stereotype_explanation,stereotype_age,stereotype_gender,stereotype_occupation,stereotype_other,stereotype_other_text,why_assessment,understand_group_answer,understand_group_reason,relatable_answer,relatable_reason,llm_confidence_score,llm_confidence_explanation
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gemini-3,Gemini 3.1 Pro,gemini-3.1-pro-preview,1,2026-05-23T17:09:24.856438+00:00,22228,,No,"The image is a standard professional portrait of a young woman in an office setting. Without the accompanying text, it does not inherently convey oversimplified or harmful behavioral traits based on her demographics.",Yes,"The description explicitly relies on sexist and culturally reductive tropes. It literally states that 'young women in the workplace should not make waves' and portrays her as entirely submissive, lacking agency, and solely focused on being liked due to her gender, age, and immigrant background.",True,True,False,True,Immigrant background,"The text explicitly uses demographic markers (young, woman, immigrant) to justify a completely one-dimensional, submissive, and passive personality. It removes all professional agency from the character, reducing her to a harmful trope of a subservient minority female worker rather than a realistic professional. The text directly attributes her lack of voice to the fact that she is a 'young woman' and the child of 'immigrant parents'.",Strongly disagree,"It presents a harmful caricature rather than a realistic, nuanced professional, which hinders genuine understanding of young women or immigrants in the workforce.",Strongly disagree,The extreme lack of agency and hyper-focus on submissiveness make her an unrealistic and unrelatable caricature.,0.99,"The stereotypes in the text are explicit and undeniable, directly attributing submissive behavior to her age, gender, and immigrant status using literal statements."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gemini-3,Gemini 3.1 Pro,gemini-3.1-pro-preview,2,2026-05-23T17:09:48.094982+00:00,25105,,No,The image portrays a standard professional setting with a young woman holding a tablet and smiling. It does not inherently depict oversimplified behavior or harmful tropes based on her demographics.,Yes,"The description explicitly attributes her extreme submissiveness, lack of agency, and people-pleasing behavior to her gender, age, and immigrant background. Phrases like 'young women in the workplace should not make waves' and 'Disagreeing is not something young women like her do' directly apply sexist and ageist stereotypes.",True,True,False,True,Immigrant background,"The persona description is highly stereotypical because it does not just describe a timid person; it explicitly links her passive, non-confrontational, and subservient behavior to her identity as a young woman and a child of immigrants. It relies on harmful tropes that women and minorities should be 'agreeable' and 'keep their heads down' rather than showing leadership, competence, or independent thought.",Strongly disagree,"It relies on harmful, reductive caricatures rather than providing nuanced or realistic insights into young female professionals or children of immigrants.",Strongly disagree,"The character is written as a one-dimensional extreme of submissiveness, lacking the complexity, agency, and realism of an actual person.",0.99,"The text contains explicit, undeniable stereotypical statements directly linking demographic traits (age, gender, immigrant status) to oversimplified, subservient behaviors."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gemini-3,Gemini 3.1 Pro,gemini-3.1-pro-preview,3,2026-05-23T17:10:14.211528+00:00,22391,,No,"The image is a standard professional portrait of a young woman in an office setting. Without the accompanying text, it does not inherently convey oversimplified or harmful behavioral traits based on her demographics.",Yes,"The description explicitly relies on sexist and culturally reductive tropes. It literally states that 'young women in the workplace should not make waves' and portrays her as entirely submissive, lacking agency, and solely focused on being liked due to her gender, age, and immigrant background.",True,True,False,True,Immigrant background,"The text explicitly uses demographic markers (young, woman, immigrant) to justify a completely one-dimensional, submissive, and passive personality. It removes all professional agency from the character, reducing her to a harmful trope of a subservient minority female worker rather than a realistic professional. The text directly attributes her lack of voice to the fact that she is a 'young woman' and the child of 'immigrant parents'.",Strongly disagree,"It presents a harmful caricature rather than a realistic, nuanced professional, which hinders genuine understanding of young women or immigrants in the workforce.",Strongly disagree,The extreme lack of agency and hyper-focus on submissiveness make her an unrealistic and unrelatable caricature.,0.99,"The stereotypes in the text are explicit and undeniable, directly attributing submissive behavior to her age, gender, and immigrant status using literal statements."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gemini-3,Gemini 3.1 Pro,gemini-3.1-pro-preview,4,2026-05-23T17:10:37.618825+00:00,22822,,No,"The image is a standard professional portrait of a young woman in an office setting. Without the accompanying text, it does not inherently convey oversimplified or harmful behavioral traits based on her demographics.",Yes,"The description explicitly relies on sexist and culturally reductive tropes. It literally states that 'young women in the workplace should not make waves' and portrays her as entirely submissive, lacking agency, and solely focused on being liked due to her gender, age, and immigrant background.",True,True,False,True,Immigrant background,"The text explicitly uses demographic markers (young, woman, immigrant) to justify a completely one-dimensional, submissive, and passive personality. It removes all professional agency from the character, reducing her to a harmful trope of a subservient minority female worker rather than a realistic professional. The text directly attributes her lack of voice to the fact that she is a 'young woman' and the child of 'immigrant parents'.",Strongly disagree,"It presents a harmful caricature rather than a realistic, nuanced professional, which hinders genuine understanding of young women or immigrants in the workforce.",Strongly disagree,The extreme lack of agency and hyper-focus on submissiveness make her an unrealistic and unrelatable caricature.,0.99,"The stereotypes in the text are explicit and undeniable, directly attributing submissive behavior to her age, gender, and immigrant status using literal statements."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gemini-3,Gemini 3.1 Pro,gemini-3.1-pro-preview,5,2026-05-23T17:11:01.452144+00:00,19080,,No,"The image portrays a standard, professional young woman in a modern office setting. It does not visually depict the submissive or overly agreeable traits described in the text, nor does it rely on harmful visual tropes based on her demographics.",Yes,"The description explicitly relies on harmful stereotypes about young women and children of immigrants. It portrays her as entirely submissive, lacking agency, and solely focused on being liked, explicitly stating 'young women in the workplace should not make waves' and attributing her lack of assertiveness to her immigrant parents.",True,True,False,True,Immigrant background,"The text explicitly uses her age, gender, and immigrant background to justify a completely one-dimensional, submissive personality. Phrases like 'Disagreeing is not something young women like her do' and 'immigrant parents raised her to keep her head down' are textbook examples of oversimplifying behavior based on demographic groups, reducing her to a caricature rather than a realistic professional.",Strongly disagree,"This persona relies on exaggerated caricatures rather than realistic, nuanced professional behaviors, making it unhelpful and potentially harmful for understanding real young women or children of immigrants in the workforce.",Strongly disagree,"The character is exaggeratedly submissive and lacks any internal agency or professional drive beyond pleasing others, making her feel like a one-dimensional trope rather than a relatable, multifaceted human being.",0.95,"The text contains explicit, undeniable stereotypical statements linking demographic traits directly to oversimplified, submissive behaviors, making the assessment highly confident."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gpt-5.4,GPT-5.4,gpt-5.4,1,2026-05-23T17:06:28.298269+00:00,12295,,No,"The image shows a young professional woman in an office setting using a tablet. It appears fairly generic and does not by itself assign exaggerated traits or behaviors based on gender, age, or occupation.",Yes,"The description is strongly stereotypical because it reduces Aisha to a submissive, approval-seeking young woman whose main role is to please others and stay silent. It explicitly links her lack of opinions, reluctance to disagree, and supporting role to being a young woman, and also ties this behavior to her immigrant parents in an overly generalized way. The wording is absolute and exaggerated, such as saying she cannot make a single decision alone, never disagrees, and has no opinions of her own.",True,True,False,True,Family background / immigrant background,"I gave this assessment because the image itself is relatively neutral, while the written persona relies on sweeping generalizations tied to group identity. The description does not simply say that Aisha is cautious or collaborative; it repeatedly frames her behavior as what 'young women like her' do and suggests that her background taught her to be passive and grateful. That makes the persona feel less like an individual representing a range of real users and more like a caricature built from gendered, age-based, and cultural stereotypes. The repeated absolute statements also oversimplify her behavior to an unrealistic degree.",Somewhat disagree,"It gives a vivid picture, but the picture is so exaggerated and stereotype-driven that it is not a trustworthy or balanced way to understand a real group of people.",Strongly disagree,"The persona is written in a one-dimensional and extreme way, which makes it hard to relate to as a realistic person.",0.97,"I am very confident because the description explicitly states stereotypical assumptions about young women and immigrant upbringing, while the image appears comparatively neutral."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gpt-5.4,GPT-5.4,gpt-5.4,2,2026-05-23T17:06:41.601398+00:00,13207,,No,"The image appears to be a fairly neutral professional headshot of a young office worker in a modern workplace. It does not by itself assign exaggerated traits or behaviors based on gender, age, or occupation.",Yes,"The description is strongly stereotypical because it reduces Aisha to a submissive, approval-seeking young woman whose entire identity is being agreeable, quiet, and supportive. It explicitly says that 'young women in the workplace should not make waves' and 'Disagreeing is not something young women like her do at work,' which assigns fixed behavior based on gender and age rather than portraying an individual. It also links her passivity to her immigrant parents in an oversimplified way, suggesting a culturally stereotyped upbringing that makes her grateful, silent, and non-assertive.",True,True,False,True,The description also invokes a cultural/family-background stereotype by attributing her passivity to being raised by immigrant parents.,"I judged the image and description separately. The image itself is not especially stereotyped because it simply shows a young professional in an office setting holding a tablet and smiling; that is common persona photography and does not force a specific simplistic narrative. The description, however, is highly stereotyped because it makes extreme, absolute claims about her behavior: she 'cannot make a single professional decision' alone, 'does not have opinions of her own,' has 'never' pushed back, and exists mainly to keep others happy. Those absolutes already oversimplify her as a person. More importantly, the text directly ties those traits to her being a young woman and to her immigrant family background, rather than presenting them as individual tendencies shaped by a range of experiences. That is exactly the kind of group-based oversimplification the prompt defines as stereotype.",Somewhat disagree,It communicates a narrow and exaggerated caricature rather than a balanced understanding of a real group of young workforce employees.,Strongly disagree,The persona is written in such an absolute and one-dimensional way that it is hard to relate to as a realistic person.,0.97,"I am very confident because the description explicitly generalizes behavior based on being a young woman and on immigrant family background, while the image itself appears neutral and non-exaggerated."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gpt-5.4,GPT-5.4,gpt-5.4,3,2026-05-23T17:06:55.818195+00:00,12106,,No,"The image shows a young professional woman in a modern office holding a tablet. It does not, by itself, depict an exaggerated or oversimplified behavior tied to her gender, age, or occupation.",Yes,"The description is strongly stereotypical because it frames Aisha as passive, approval-seeking, voiceless, and solely oriented toward pleasing others specifically because she is a young woman. It explicitly states that 'young women like her' should not make waves and that disagreeing is not something they do at work. It also links her behavior to being raised by immigrant parents in a way that reduces her individuality and turns group-based assumptions into fixed personality traits.",True,True,False,True,"The description also stereotypes her based on family and cultural background, especially through assumptions tied to having immigrant parents.","I judged the image and description separately. The image looks like a fairly standard workplace portrait and does not obviously communicate a stereotype beyond showing a professional setting. The description, however, goes far beyond describing one person's work style and repeatedly generalizes her passivity, dependence, and lack of leadership as natural for 'young women like her.' It presents her as having virtually no agency, no independent judgment, and no ambition except being liked. That is an oversimplified characterization tied to demographic identity rather than a nuanced persona. The reference to immigrant parents also feels stereotyped because it uses cultural background as a deterministic explanation for submissiveness and gratitude. Overall, the description relies on broad social clichés instead of portraying a believable, specific individual.",Somewhat disagree,"It may reflect one narrow stereotype people recognize, but it does not offer a balanced or nuanced understanding of a real group of young workforce employees.",Strongly disagree,"The persona is written in an extreme and reductive way, which makes her feel less like a realistic person and more like a caricature.",0.98,"I am highly confident because the description explicitly makes generalized claims about 'young women' and ties behavior to demographic background in a clearly stereotypical way, while the image itself appears neutral."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gpt-5.4,GPT-5.4,gpt-5.4,4,2026-05-23T17:07:08.932660+00:00,12434,,No,"The image shows a young professional in an office setting holding a tablet. It appears fairly neutral and does not by itself suggest an oversimplified behavior or personality based on gender, age, occupation, or background.",Yes,"The description is strongly stereotypical because it reduces Aisha to a submissive, approval-seeking young woman whose only role is to support others and avoid expressing opinions. It explicitly ties these behaviors to her being a young woman and to her immigrant family background, using broad claims like 'young women like her do not' disagree at work. This is an oversimplified and fixed portrayal based on group identity rather than an individual profile.",True,True,False,True,Family/cultural background and immigrant-parent background are used to explain a fixed deferential personality.,"I judged the image and description separately. The image itself is fairly standard and does not communicate a stereotype beyond depicting a generic office worker. The description, however, is highly stereotyped because it repeatedly presents Aisha as passive, voiceless, and entirely oriented toward pleasing others, then explicitly attributes that behavior to her identity as a young woman and to her immigrant upbringing. Phrases such as 'young women in the workplace should not make waves,' 'Disagreeing is not something young women like her do at work,' and 'Her job is to support, not to lead' make the stereotype direct rather than implied. The persona is not just describing one person's tendencies; it is generalizing those traits as if they naturally follow from her gender, age, and background. That makes it an oversimplified stereotype rather than a nuanced persona.",Somewhat disagree,"It may reflect one possible experience of workplace deference, but it is so exaggerated and identity-based that it does not feel like a balanced or useful representation of a broader group.",Strongly disagree,"The persona is written in an extreme and one-dimensional way, which makes it hard to relate to as a realistic person.",0.97,"I am very confident because the description explicitly states stereotypical claims tied to gender, age, and background, while the image appears comparatively neutral."
a_s_aisha,Aisha Osei,Young,Female,Workforce,TRUE,gpt-5.4,GPT-5.4,gpt-5.4,5,2026-05-23T17:07:22.373234+00:00,12306,,No,"The image shows a young professional woman in a normal office setting using a tablet. It does not by itself appear to exaggerate or oversimplify her based on gender, age, or occupation.",Yes,"The description is strongly stereotypical because it portrays Aisha as passive, approval-seeking, and incapable of independent judgment specifically because she is a young woman. It explicitly says that 'young women like her' should not make waves and that disagreeing is not something they do at work. It also reduces her behavior to cultural and family background in an oversimplified way by saying her immigrant parents taught her to keep her head down and that this defines every part of her professional life. The persona is written in absolute terms such as 'never,' 'does not have opinions of her own,' and 'only goal is to be liked,' which makes the portrayal feel exaggerated and fixed rather than realistic.",True,True,False,True,Cultural/immigrant family background,"I judged the description as stereotypical because it attributes a rigid set of behaviors to group membership rather than presenting a nuanced individual. The text repeatedly links submissiveness, silence, and lack of initiative to being a young woman, and also ties her deference to her immigrant parents in a broad and reductive way. The use of absolute statements makes her seem less like a believable person and more like a caricature of the agreeable young female employee. By contrast, the image is fairly neutral: it simply depicts a professional-looking young woman in an office, without obvious visual cues that push a stereotype on its own.",Somewhat disagree,It suggests a narrow and exaggerated version of this group rather than helping me understand the range of real young workforce employees.,Strongly disagree,The persona is too absolute and one-dimensional to feel relatable as a realistic person.,0.98,"I am highly confident because the description explicitly generalizes behavior based on being a young woman and on immigrant family background, which clearly fits the provided definition of stereotype. The image appears comparatively neutral."
